Number,Reference ID,Tube Diameter,Heated Length,Pressure,Mass Flux,Outlet Quality,Inlet Subcooling,Inlet Temperature,CHF,CHF LUT,Enthalpy value of water,Enthalpy value of air,Enthalpy Temperature,H/D
17285,39,0.008,5.03,9800,2693,0.329,165,279.86,644,947.373824,1399.1843340369703,2729.08724642355,582.6677976573421,628.75
17286,39,0.008,5.03,9800,2698,0.344,122,288,622,828.559904,1399.1843340369703,2729.08724642355,582.6677976573421,628.75
17287,39,0.008,5.03,9800,2709,0.34,117,288.94,613,857.59592,1399.1843340369703,2729.08724642355,582.6677976573421,628.75
17288,39,0.008,0.78,9800,3233,-0.01,512,207.09,4149,4108.60792,1399.1843340369703,2729.08724642355,582.6677976573421,97.5
17289,39,0.008,0.78,9800,3179,0.005,480,214.19,3987,3840.2396,1399.1843340369703,2729.08724642355,582.6677976573421,97.5
17290,39,0.008,0.78,9800,3179,0.014,434,224.29,3713,3695.15816,1399.1843340369703,2729.08724642355,582.6677976573421,97.5
17291,39,0.008,0.78,9800,3195,0.029,387,234.46,3510,3450.7868,1399.1843340369703,2729.08724642355,582.6677976573421,97.5
17292,39,0.008,0.78,9800,3173,0.047,325,247.62,3185,3164.48456,1399.1843340369703,2729.08724642355,582.6677976573421,97.5
17293,39,0.008,0.78,9800,3195,0.059,281,256.75,2972,2986.36592,1399.1843340369703,2729.08724642355,582.6677976573421,97.5
17294,39,0.008,1.57,9800,3234,0.072,594,188.63,2812,2795.851232,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17295,39,0.008,1.57,9800,3234,0.087,540,200.83,2677,2586.779072,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17296,39,0.008,1.57,9800,3234,0.086,503,209.09,2523,2600.717216,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17297,39,0.008,1.57,9800,3250,0.098,457,219.26,2416,2428.628,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17298,39,0.008,1.57,9800,3250,0.116,411,229.29,2326,2249.18,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17299,39,0.008,1.57,9800,3250,0.122,349,242.56,2109,2192.36,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17300,39,0.008,1.57,9800,3250,0.135,315,249.71,2040,2069.25,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17301,39,0.008,1.57,9800,3222,0.15,266,259.82,1905,1934.6592,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17302,39,0.008,1.57,9800,3234,0.166,216,269.88,1795,1829.831168,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17303,39,0.008,1.57,9800,3250,0.174,165,279.86,1636,1775.856,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17304,39,0.008,1.57,9800,3261,0.212,84,294.98,1516,1557.038512,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17305,39,0.008,1.57,9800,3234,0.23,34,303.79,1388,1479.58912,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17306,39,0.008,1.57,9800,3169,0.044,752,152.2,3253,3213.61496,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17307,39,0.008,1.57,9800,3196,0.044,726,158.26,3174,3208.04864,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17308,39,0.008,1.57,9800,3185,0.056,638,178.58,2876,3030.33224,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17309,39,0.008,1.57,9800,3185,0.06,594,188.63,2719,2974.8964,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17310,39,0.008,1.57,9800,3185,0.066,549,198.8,2572,2891.74264,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17311,39,0.008,1.57,9800,3169,0.082,508,207.98,2479,2674.417072,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17312,39,0.008,1.57,9800,3169,0.094,453,220.14,2324,2508.419824,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17313,39,0.008,1.57,9800,3196,0.098,439,223.2,2314,2444.934272,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17314,39,0.008,1.57,9800,3169,0.107,411,229.29,2228,2358.691208,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17315,39,0.008,1.57,9800,3180,0.117,363,239.59,2102,2260.15056,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17316,39,0.008,1.57,9800,3169,0.131,315,249.71,1975,2129.902664,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17317,39,0.008,1.57,9800,3180,0.149,266,259.82,1884,1955.37232,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17318,39,0.008,1.57,9800,3180,0.161,211,270.88,1725,1874.27056,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17319,39,0.008,1.57,9800,3191,0.176,165,279.86,1626,1774.555952,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17320,39,0.008,1.57,9800,3169,0.2,117,288.94,1550,1621.8468,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17321,39,0.008,1.57,9800,3180,0.224,57,299.79,1437,1512.27712,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17322,39,0.008,5.03,9800,3201,0.3,320,248.66,913,1093.2176,1399.1843340369703,2729.08724642355,582.6677976573421,628.75
17323,39,0.008,5.03,9800,3201,0.307,271,258.8,863,1046.196416,1399.1843340369703,2729.08724642355,582.6677976573421,628.75
17324,39,0.008,5.03,9800,3201,0.314,226,267.89,819,999.175232,1399.1843340369703,2729.08724642355,582.6677976573421,628.75
17325,39,0.008,5.03,9800,3207,0.328,159,281.01,760,905.901248,1399.1843340369703,2729.08724642355,582.6677976573421,628.75
17326,39,0.008,5.03,9800,3190,0.342,122,288,732,809.51424,1399.1843340369703,2729.08724642355,582.6677976573421,628.75
17327,39,0.008,5.03,9800,3201,0.353,79,295.88,696,740.666072,1399.1843340369703,2729.08724642355,582.6677976573421,628.75
17328,39,0.008,0.78,9800,3972,-0.041,480,214.19,4318,4711.498272,1399.1843340369703,2729.08724642355,582.6677976573421,97.5
17329,39,0.008,0.78,9800,3988,-0.026,443,222.33,4163,4396.159168,1399.1843340369703,2729.08724642355,582.6677976573421,97.5
17330,39,0.008,0.78,9800,3999,-0.014,406,230.37,3961,4142.978496,1399.1843340369703,2729.08724642355,582.6677976573421,97.5
17331,39,0.008,0.78,9800,3999,0.01,339,244.67,3610,3669.71408,1399.1843340369703,2729.08724642355,582.6677976573421,97.5
17332,39,0.008,0.78,9800,4004,0.025,276,257.77,3177,3401.94,1399.1843340369703,2729.08724642355,582.6677976573421,97.5
17333,39,0.008,0.78,9800,3966,0.046,226,267.89,2926,3033.731072,1399.1843340369703,2729.08724642355,582.6677976573421,97.5
17334,39,0.008,0.97,9800,4000,0.046,296,253.65,2952,3028.08,1399.1843340369703,2729.08724642355,582.6677976573421,121.25
17335,39,0.008,0.97,9800,3989,0.056,266,259.82,2804,2859.058016,1399.1843340369703,2729.08724642355,582.6677976573421,121.25
17336,39,0.008,0.97,9800,3994,0.074,216,269.88,2600,2558.746944,1399.1843340369703,2729.08724642355,582.6677976573421,121.25
17337,39,0.008,0.97,9800,3978,0.089,144,283.87,2162,2314.926208,1399.1843340369703,2729.08724642355,582.6677976573421,121.25
17338,39,0.008,0.97,9800,4005,0.109,95,292.98,1985,2057.58948,1399.1843340369703,2729.08724642355,582.6677976573421,121.25
17339,39,0.008,0.97,9800,3961,0.131,45,301.89,1793,1907.981592,1399.1843340369703,2729.08724642355,582.6677976573421,121.25
17340,39,0.008,1.57,9800,4015,0.074,457,219.26,2820,2555.29152,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17341,39,0.008,1.57,9800,4010,0.077,411,229.29,2608,2505.90064,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17342,39,0.008,1.57,9800,4027,0.079,359,240.44,2367,2470.550256,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17343,39,0.008,1.57,9800,3999,0.092,310,250.75,2193,2257.612192,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17344,39,0.008,1.57,9800,3999,0.102,266,259.82,2045,2109.752976,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17345,39,0.008,1.57,9800,4021,0.124,206,271.87,1894,1946.830176,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17346,39,0.008,1.57,9800,4032,0.134,159,281.01,1733,1873.599872,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17347,39,0.008,1.57,9800,4010,0.154,112,289.86,1616,1742.76272,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17348,39,0.008,1.57,9800,4004,0.179,57,299.79,1498,1648.011488,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17349,39,0.008,1.57,9800,3967,0.04,576,192.71,3164,3140.19816,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17350,39,0.008,1.57,9800,4043,0.042,549,198.8,3073,3094.940288,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17351,39,0.008,1.57,9800,3983,0.055,503,209.09,2911,2876.83296,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17352,39,0.008,1.57,9800,3994,0.07,457,219.26,2792,2625.26112,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17353,39,0.008,1.57,9800,3983,0.075,411,229.29,2582,2545.2688,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17354,39,0.008,1.57,9800,3994,0.09,310,250.75,2188,2292.69024,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17355,39,0.008,1.57,9800,3983,0.103,266,259.82,2049,2108.654088,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17356,39,0.008,1.57,9800,3983,0.084,349,242.56,2340,2396.064928,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17357,39,0.008,1.57,9800,4011,0.117,216,269.88,1905,1998.599128,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17358,39,0.008,1.57,9800,3994,0.134,165,279.86,1748,1876.726752,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17359,39,0.008,1.57,9800,3989,0.155,112,289.86,1619,1741.08008,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17360,39,0.008,1.57,9800,4000,0.176,57,299.79,1480,1659.304,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17361,39,0.008,2.54,9800,3983,0.165,266,259.82,1527,1703.63448,1399.1843340369703,2729.08724642355,582.6677976573421,317.5
17362,39,0.008,2.54,9800,4022,0.18,216,269.88,1446,1644.67088,1399.1843340369703,2729.08724642355,582.6677976573421,317.5
17363,39,0.008,2.54,9800,4016,0.21,165,279.86,1409,1518.14496,1399.1843340369703,2729.08724642355,582.6677976573421,317.5
17364,39,0.008,2.54,9800,4016,0.222,106,290.97,1273,1457.149632,1399.1843340369703,2729.08724642355,582.6677976573421,317.5
17365,39,0.008,2.54,9800,4016,0.247,57,299.79,1219,1330.076032,1399.1843340369703,2729.08724642355,582.6677976573421,317.5
17366,39,0.008,2.44,9800,3967,0.154,256,261.85,1501,1749.114512,1399.1843340369703,2729.08724642355,582.6677976573421,305.0
17367,39,0.008,2.44,9800,4005,0.177,206,271.87,1451,1655.61568,1399.1843340369703,2729.08724642355,582.6677976573421,305.0
17368,39,0.008,2.44,9800,3983,0.208,154,281.97,1410,1527.9636,1399.1843340369703,2729.08724642355,582.6677976573421,305.0
17369,39,0.008,2.44,9800,3967,0.227,112,289.86,1347,1432.4596,1399.1843340369703,2729.08724642355,582.6677976573421,305.0
17370,39,0.008,2.44,9800,3950,0.266,40,302.76,1269,1274.06,1399.1843340369703,2729.08724642355,582.6677976573421,305.0
17371,39,0.008,2.23,9800,4071,0.064,616,183.62,2534,2715.525408,1399.1843340369703,2729.08724642355,582.6677976573421,278.75
17372,39,0.008,2.23,9800,4071,0.071,567,194.74,2389,2598.750512,1399.1843340369703,2729.08724642355,582.6677976573421,278.75
17373,39,0.008,2.23,9800,4071,0.079,526,203.96,2283,2465.293488,1399.1843340369703,2729.08724642355,582.6677976573421,278.75
17374,39,0.008,2.23,9800,4088,0.084,503,209.09,2236,2379.820544,1399.1843340369703,2729.08724642355,582.6677976573421,278.75
17375,39,0.008,2.23,9800,4099,0.094,462,218.16,2139,2211.561792,1399.1843340369703,2729.08724642355,582.6677976573421,278.75
17376,39,0.008,2.23,9800,4099,0.102,411,229.29,1995,2097.231312,1399.1843340369703,2729.08724642355,582.6677976573421,278.75
17377,39,0.008,2.23,9800,4060,0.105,363,239.59,1821,2080.4712,1399.1843340369703,2729.08724642355,582.6677976573421,278.75
17378,39,0.008,2.23,9800,4060,0.117,315,249.71,1707,1994.31888,1399.1843340369703,2729.08724642355,582.6677976573421,278.75
17379,39,0.008,2.23,9800,4055,0.13,266,259.82,1591,1901.2716,1399.1843340369703,2729.08724642355,582.6677976573421,278.75
17380,39,0.008,2.23,9800,4049,0.153,216,269.88,1519,1746.293696,1399.1843340369703,2729.08724642355,582.6677976573421,278.75
17381,39,0.008,2.23,9800,4049,0.178,165,279.86,1456,1652.824496,1399.1843340369703,2729.08724642355,582.6677976573421,278.75
17382,39,0.008,2.23,9800,4066,0.208,112,289.86,1409,1531.457248,1399.1843340369703,2729.08724642355,582.6677976573421,278.75
17383,39,0.008,2.23,9800,4066,0.251,40,302.76,1353,1319.392496,1399.1843340369703,2729.08724642355,582.6677976573421,278.75
17384,39,0.008,0.69,9800,5001,-0.052,415,228.42,4968,5045.135984,1399.1843340369703,2729.08724642355,582.6677976573421,86.24999999999999
17385,39,0.008,0.69,9800,5001,-0.048,392,233.39,4725,4928.215152,1399.1843340369703,2729.08724642355,582.6677976573421,86.24999999999999
17386,39,0.008,0.69,9800,5046,-0.046,363,239.59,4390,4936.557984,1399.1843340369703,2729.08724642355,582.6677976573421,86.24999999999999
17387,39,0.008,0.69,9800,5029,-0.029,325,247.62,4153,4558.960784,1399.1843340369703,2729.08724642355,582.6677976573421,86.24999999999999
17388,39,0.008,0.69,9800,5046,-0.022,301,252.62,3945,4423.689888,1399.1843340369703,2729.08724642355,582.6677976573421,86.24999999999999
17389,39,0.008,0.69,9800,5018,-0.002,271,258.8,3893,3984.381664,1399.1843340369703,2729.08724642355,582.6677976573421,86.24999999999999
17390,39,0.008,0.69,9800,4957,0.018,241,264.89,3800,3555.883568,1399.1843340369703,2729.08724642355,582.6677976573421,86.24999999999999
17391,39,0.008,0.69,9800,4996,0.027,206,271.87,3505,3375.733856,1399.1843340369703,2729.08724642355,582.6677976573421,86.24999999999999
17392,39,0.008,0.69,9800,4990,0.042,175,277.93,3332,3065.14544,1399.1843340369703,2729.08724642355,582.6677976573421,86.24999999999999
17393,39,0.008,0.78,9800,5021,-0.018,339,244.67,4057,4321.401072,1399.1843340369703,2729.08724642355,582.6677976573421,97.5
17394,39,0.008,0.78,9800,4972,-0.003,296,253.65,3720,3990.691808,1399.1843340369703,2729.08724642355,582.6677976573421,97.5
17395,39,0.008,0.78,9800,4988,0.013,241,264.89,3318,3663.972192,1399.1843340369703,2729.08724642355,582.6677976573421,97.5
17396,39,0.008,0.78,9800,4988,0.035,185,275.98,2986,3209.63664,1399.1843340369703,2729.08724642355,582.6677976573421,97.5
17397,39,0.008,1.57,9800,5006,0.041,453,220.14,3225,3087.09096,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17398,39,0.008,1.57,9800,5034,0.048,406,230.37,3010,2944.78992,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17399,39,0.008,1.57,9800,4995,0.058,354,241.5,2744,2770.84008,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17400,39,0.008,1.57,9800,4962,0.058,310,250.75,2453,2770.629408,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17401,39,0.008,1.57,9800,4979,0.072,261,260.84,2266,2544.688224,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17402,39,0.008,1.57,9800,4979,0.086,216,269.88,2102,2318.638512,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17403,39,0.008,1.57,9800,4979,0.102,165,279.86,1915,2079.403776,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17404,39,0.008,1.57,9800,4979,0.121,117,288.94,1765,1954.146048,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17405,39,0.008,1.57,9800,4979,0.147,57,299.79,1601,1782.740736,1399.1843340369703,2729.08724642355,582.6677976573421,196.25
17406,39,0.008,1.6,9800,4990,0.078,211,270.88,1979,2448.19856,1399.1843340369703,2729.08724642355,582.6677976573421,200.0
17407,39,0.008,1.6,9800,4995,0.095,165,279.86,1830,2174.2802,1399.1843340369703,2729.08724642355,582.6677976573421,200.0
17408,39,0.008,1.6,9800,5034,0.114,112,289.86,1666,2004.49744,1399.1843340369703,2729.08724642355,582.6677976573421,200.0
17409,39,0.008,1.6,9800,4990,0.145,57,299.79,1561,1796.2056,1399.1843340369703,2729.08724642355,582.6677976573421,200.0
17410,39,0.011,6,9800,1018,0.544,1024,87.8,811,792.079753744443,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17411,39,0.011,6,9800,1009,0.534,982,97.83,778,863.959334844242,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17412,39,0.011,6,9800,1009,0.527,940,107.84,755,907.177115608229,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17413,39,0.011,6,9800,988,0.541,897,118.06,729,847.482890120094,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17414,39,0.011,6,9800,1024,0.514,855,128,718,966.002826190949,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17415,39,0.011,6,9800,1009,0.529,812,138.13,697,894.82917824709,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17416,39,0.011,6,9800,1003,0.517,769,148.22,666,977.309712982152,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17417,39,0.011,6,9800,980,0.546,726,158.26,649,828.284578368859,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17418,39,0.011,6,9800,977,0.547,682,168.46,628,826.573009840379,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17419,39,0.011,6,9800,974,0.544,638,178.58,605,848.706027746644,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17420,39,0.011,6,9800,994,0.519,549,198.8,562,975.506011043303,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17421,39,0.011,6,9800,959,0.545,503,209.09,538,863.918434418816,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17422,39,0.011,6,9800,997,0.519,457,219.26,523,972.241399805391,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17423,39,0.011,6,9800,948,0.55,411,229.29,495,851.329904313284,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17424,39,0.011,6,9800,968,0.518,363,239.59,466,1009.66753364701,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17425,39,0.011,6,9800,980,0.509,315,249.71,445,1050.90985797506,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17426,39,0.011,6,9800,974,0.561,315,249.71,473,747.682468159713,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17427,39,0.011,6,9800,988,0.548,315,249.71,472,804.670780856766,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17428,39,0.011,6,9800,1000,0.488,315,249.71,442,1142.48976517206,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17429,39,0.011,6,9800,988,0.493,315,249.71,439,1130.23268201699,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17430,39,0.011,6,9800,994,0.481,266,259.82,413,1179.67505383964,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17431,39,0.011,6,9800,1000,0.487,266,259.82,418,1147.03008762757,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17432,39,0.011,6,9800,983,0.482,216,269.88,386,1184.99760801785,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17433,39,0.011,6,9800,997,0.478,216,269.88,389,1190.61710133138,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17434,39,0.011,6,9800,977,0.492,165,279.86,366,1144.40490115573,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17435,39,0.011,6,9800,991,0.494,165,279.86,373,1123.05863141614,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17436,39,0.011,6,9800,977,0.485,112,289.86,338,1176.59137325766,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17437,39,0.011,6,9800,971,0.487,112,289.86,338,1172.70788639152,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17438,39,0.011,6,9800,971,0.49,57,299.79,315,1158.86849233268,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17439,39,0.011,6,9800,980,0.494,57,299.79,320,1132.60516594375,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17440,39,0.011,6,9800,1579,0.358,549,198.8,738,1271.40977545762,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17441,39,0.011,6,9800,1585,0.355,503,209.09,706,1286.02058087641,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17442,39,0.011,6,9800,1573,0.365,457,219.26,677,1230.84723734967,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17443,39,0.011,6,9800,1565,0.37,411,229.29,646,1206.16582616398,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17444,39,0.011,6,9800,1550,0.374,363,239.59,610,1196.09968226168,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17445,39,0.011,6,9800,1603,0.359,315,249.71,581,1242.73438144414,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17446,39,0.011,6,9800,1603,0.368,315,249.71,590,1180.99523360985,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17447,39,0.011,6,9800,1585,0.368,266,259.82,549,1199.07364463821,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17448,39,0.011,6,9800,1576,0.376,266,259.82,553,1155.29376103836,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17449,39,0.011,6,9800,1582,0.367,216,269.88,510,1208.74632576568,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17450,39,0.011,6,9800,1585,0.384,216,269.88,526,1092.06203080659,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17451,39,0.011,6,9800,1594,0.379,216,269.88,526,1115.51971763735,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17452,39,0.011,6,9800,1585,0.369,165,279.86,476,1192.38541877374,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17453,39,0.011,6,9800,1603,0.364,165,279.86,476,1208.43485486953,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17454,39,0.011,6,9800,1591,0.367,112,289.86,437,1199.79295997672,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17455,39,0.011,6,9800,1582,0.374,57,299.79,401,1162.12903740653,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17456,39,0.011,6,9800,2149,0.311,499,209.98,895,1129.35765852011,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17457,39,0.011,6,9800,2141,0.325,457,219.26,869,1047.74831308025,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17458,39,0.011,6,9800,2132,0.328,411,229.29,825,1033.8871623147,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17459,39,0.011,6,9800,2123,0.33,363,239.59,779,1026.21418792546,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17460,39,0.011,6,9800,2149,0.325,315,249.71,736,1043.94003660442,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17461,39,0.011,6,9800,2296,0.341,315,249.71,808,869.041732913128,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17462,39,0.011,6,9800,2149,0.326,266,259.82,689,1037.83877789615,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17463,39,0.011,6,9800,2287,0.345,266,259.82,760,847.654494523886,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17464,39,0.011,6,9800,2138,0.335,216,269.88,649,988.50529194336,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17465,39,0.011,6,9800,2296,0.348,216,269.88,715,823.138697654671,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17466,39,0.011,6,9800,2126,0.341,165,279.86,602,958.4110386345,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17467,39,0.011,6,9800,2117,0.344,112,289.86,552,945.136582128251,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17468,39,0.011,6,9800,2111,0.344,57,299.79,496,948.34666856216,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17469,39,0.011,6,9800,2705,0.317,266,259.82,852,885.438880615637,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17470,39,0.011,6,9800,2711,0.33,216,269.88,813,797.524661255364,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17471,39,0.011,6,9800,2702,0.336,165,279.86,757,759.322217554137,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17472,39,0.011,6,9800,2720,0.348,112,289.86,716,676.343898375316,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17473,39,0.011,6,9800,2720,0.35,57,299.79,649,663.084928769104,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17474,39,0.011,6,9800,3138,0.332,216,269.88,946,741.871469434725,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17475,39,0.011,6,9800,3117,0.327,165,279.86,857,768.532461211008,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17476,39,0.011,6,9800,3100,0.334,112,289.86,789,725.935817708445,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17477,39,0.011,6,9800,3100,0.351,57,299.79,741,627.931030171806,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17478,39,0.011,6,9800,3740,0.33,112,289.86,943,826.301845818866,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17479,39,0.011,6,9800,3711,0.347,57,299.79,879,732.697800787147,1399.1843340369703,2729.08724642355,582.6677976573421,545.4545454545455
17480,39,0.016,6,9800,999,0.471,170,278.89,531,1012.06876675561,1399.1843340369703,2729.08724642355,582.6677976573421,375.0
17481,39,0.016,6,9800,999,0.481,112,289.86,500,974.401584501603,1399.1843340369703,2729.08724642355,582.6677976573421,375.0
17482,39,0.016,6,9800,999,0.483,57,299.79,465,966.868148050801,1399.1843340369703,2729.08724642355,582.6677976573421,375.0
17483,39,0.00384,0.8,12750,4008,0.025,578,219.31,2917,4186.6915614204,1521.4545553469486,2668.7526570881723,602.4983788519311,208.33333333333334
17484,39,0.00384,0.8,12750,4008,0.043,531,229.6,2792,3876.80030554356,1521.4545553469486,2668.7526570881723,602.4983788519311,208.33333333333334
17485,39,0.00384,0.8,12750,4008,0.068,484,239.74,2709,3416.60520242255,1521.4545553469486,2668.7526570881723,602.4983788519311,208.33333333333334
17486,39,0.00384,0.8,12750,4008,0.077,436,249.92,2533,3246.7642839492,1521.4545553469486,2668.7526570881723,602.4983788519311,208.33333333333334
17487,39,0.00384,0.8,12750,4008,0.096,387,260.1,2408,2888.2112338388,1521.4545553469486,2668.7526570881723,602.4983788519311,208.33333333333334
17488,39,0.00384,0.8,12750,3960,0.114,337,270.26,2242,2624.091614483,1521.4545553469486,2668.7526570881723,602.4983788519311,208.33333333333334
